id,name,settlement_type,megye,jaras,terulet_hektar,population,lakasok_szama,latitude,longitude,climate_zone,data_source,created_at,updated_at,region_priority
2438,"Sokorópátka","község","Győr-Moson-Sopron","Győri",1685.0,1097,485,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2439,Solt,"város","Bács-Kiskun",Kalocsai,13267.0,5874,2913,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2440,Soltszentimre,"község","Bács-Kiskun","Kiskőrösi",4449.0,1283,638,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2441,Soltvadkert,"város","Bács-Kiskun","Kiskőrösi",10886.0,6913,3391,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2442,"Sóly","község","Veszprém","Veszprémi",1028.0,552,200,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2443,"Solymár","nagyközség",Pest,"Pilisvörösvári",1786.0,11009,4048,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2444,Som,"község",Somogy,"Siófoki",2335.0,685,265,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2445,Somberek,"község",Baranya,"Mohácsi",3142.0,1308,519,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2446,"Somlójenő","község","Veszprém",Devecseri,815.0,292,138,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2447,"Somlószőlős","község","Veszprém",Devecseri,1945.0,598,297,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2448,"Somlóvásárhely","község","Veszprém",Devecseri,2320.0,1010,455,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2449,"Somlóvecse","község","Veszprém",Devecseri,493.0,74,53,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2450,Somodor,"község",Somogy,"Kaposvári",1991.0,358,165,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2451,Somogyacsa,"község",Somogy,Tabi,2446.0,150,163,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2452,"Somogyapáti","község",Baranya,"Szigetvári",1070.0,478,198,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2453,Somogyaracs,"község",Somogy,Barcsi,770.0,168,64,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2454,"Somogyaszaló","község",Somogy,"Kaposvári",2212.0,726,286,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2455,Somogybabod,"község",Somogy,"Fonyódi",1058.0,467,220,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2456,"Somogybükkösd","község",Somogy,"Csurgói",1180.0,87,68,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2457,"Somogycsicsó","község",Somogy,"Csurgói",1238.0,134,75,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2458,"Somogydöröcske","község",Somogy,Tabi,1083.0,137,93,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2459,Somogyegres,"község",Somogy,Tabi,1081.0,155,128,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2460,Somogyfajsz,"község",Somogy,"Kaposvári",1826.0,485,215,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2461,Somogygeszti,"község",Somogy,"Kaposvári",2171.0,409,192,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2462,"Somogyhárságy","község",Baranya,"Szigetvári",3097.0,346,211,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2463,Somogyhatvan,"község",Baranya,"Szigetvári",1352.0,315,124,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2464,"Somogyjád","község",Somogy,"Kaposvári",2506.0,1451,561,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2465,Somogymeggyes,"község",Somogy,Tabi,1565.0,448,228,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2466,"Somogysámson","község",Somogy,Marcali,2177.0,685,276,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2467,"Somogysárd","község",Somogy,"Kaposvári",3636.0,1154,489,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2468,Somogysimonyi,"község",Somogy,Marcali,1582.0,80,53,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2469,"Somogyszentpál","község",Somogy,Marcali,2896.0,769,361,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2470,Somogyszil,"község",Somogy,"Kaposvári",3846.0,644,331,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2471,Somogyszob,"község",Somogy,"Nagyatádi",4008.0,1382,625,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2472,"Somogytúr","község",Somogy,"Fonyódi",3530.0,437,203,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2473,Somogyudvarhely,"község",Somogy,"Csurgói",4042.0,931,434,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2474,"Somogyvámos","község",Somogy,"Fonyódi",2502.0,697,331,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2475,"Somogyvár","község",Somogy,"Fonyódi",5299.0,1653,718,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2476,"Somogyviszló","község",Baranya,"Szigetvári",1263.0,219,111,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2477,Somogyzsitfa,"község",Somogy,Marcali,2722.0,512,297,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2478,"Somoskőújfalu","község","Nógrád","Salgótarjáni",1017.0,2015,1069,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2479,"Sonkád","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",1981.0,643,236,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2480,Soponya,"nagyközség","Fejér","Székesfehérvári",4996.0,1780,673,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2481,Sopron,"megyei jogú város","Győr-Moson-Sopron",Soproni,16905.0,61589,29796,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",8
2482,"Sopronhorpács","község","Győr-Moson-Sopron",Soproni,2069.0,876,315,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2483,"Sopronkövesd","község","Győr-Moson-Sopron",Soproni,2681.0,1449,566,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2484,"Sopronnémeti","község","Győr-Moson-Sopron",Csornai,710.0,294,117,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2485,Sorkifalud,"község",Vas,Szombathelyi,1737.0,639,262,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2486,"Sorkikápolna","község",Vas,Szombathelyi,886.0,226,96,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2487,"Sormás","község",Zala,Nagykanizsai,1637.0,757,319,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2488,"Sorokpolány","község",Vas,Szombathelyi,1329.0,762,288,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2489,"Sóshartyán","község","Nógrád","Salgótarjáni",1214.0,867,301,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2490,"Sóskút","község",Pest,"Érdi",2489.0,3665,1460,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2491,"Sóstófalva","község","Borsod-Abaúj-Zemplén",Miskolci,728.0,232,100,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2492,"Sósvertike","község",Baranya,Sellyei,660.0,149,69,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2493,"Sótony","község",Vas,"Sárvári",1493.0,589,283,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2494,"Söjtör","község",Zala,Zalaegerszegi,3617.0,1440,613,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2495,"Söpte","község",Vas,Szombathelyi,1278.0,762,280,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2496,"Söréd","község","Fejér","Móri",625.0,551,217,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2497,"Sukoró","község","Fejér","Gárdonyi",1627.0,2078,1025,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2498,Sumony,"község",Baranya,"Szentlőrinci",2021.0,395,154,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2499,"Súr","község","Komárom-Esztergom","Kisbéri",3737.0,1230,500,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2500,Surd,"község",Zala,Nagykanizsai,2194.0,535,236,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2501,"Sükösd","nagyközség","Bács-Kiskun",Bajai,9418.0,3359,1514,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2502,"Sülysáp","város",Pest,"Nagykátai",4719.0,8539,3153,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2503,"Sümeg","város","Veszprém","Sümegi",6413.0,5791,2647,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2504,"Sümegcsehi","község",Zala,"Zalaszentgróti",1743.0,515,262,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2505,"Sümegprága","község","Veszprém","Sümegi",578.0,564,249,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2506,"Süttő","község","Komárom-Esztergom",Esztergomi,3446.0,1986,805,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2507,"Szabadbattyán","nagyközség","Fejér","Székesfehérvári",3366.0,4741,1781,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2508,"Szabadegyháza","község","Fejér","Gárdonyi",4164.0,2002,800,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2509,"Szabadhídvég","község","Fejér",Enyingi,4410.0,807,363,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2510,Szabadi,"község",Somogy,"Kaposvári",823.0,244,121,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2511,"Szabadkígyós","község","Békés","Békéscsabai",4556.0,2345,1086,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2512,"Szabadszállás","város","Bács-Kiskun","Kunszentmiklósi",16462.0,5955,3009,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2513,"Szabadszentkirály","község",Baranya,"Szentlőrinci",1269.0,714,287,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2514,"Szabás","község",Somogy,"Nagyatádi",1811.0,575,182,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2515,Szabolcs,"község","Szabolcs-Szatmár-Bereg","Nyíregyházi",588.0,343,186,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2516,"Szabolcsbáka","község","Szabolcs-Szatmár-Bereg","Kisvárdai",1984.0,1103,433,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2517,Szabolcsveresmart,"község","Szabolcs-Szatmár-Bereg","Kisvárdai",2295.0,1432,545,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2518,Szada,"nagyközség",Pest,"Gödöllői",1671.0,6499,2199,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2519,"Szágy","község",Baranya,"Hegyháti",940.0,106,61,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2520,Szajk,"község",Baranya,"Bólyi",1136.0,751,317,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2521,Szajla,"község",Heves,"Pétervásárai",870.0,601,327,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2522,Szajol,"község","Jász-Nagykun-Szolnok",Szolnoki,3697.0,3722,1584,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2523,"Szakácsi","község","Borsod-Abaúj-Zemplén","Edelényi",863.0,211,59,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2524,"Szakadát","község",Tolna,"Tamási",1070.0,205,146,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2525,"Szakáld","község","Borsod-Abaúj-Zemplén","Tiszaújvárosi",1140.0,436,223,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2526,"Szakály","község",Tolna,"Tamási",4102.0,1203,595,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2527,Szakcs,"község",Tolna,"Dombóvári",5579.0,735,441,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2528,"Szakmár","község","Bács-Kiskun",Kalocsai,7464.0,1062,591,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2529,"Szaknyér","község",Vas,"Körmendi",293.0,44,44,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2530,Szakoly,"község","Szabolcs-Szatmár-Bereg","Nagykállói",4145.0,2539,980,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2531,Szakony,"község","Győr-Moson-Sopron",Soproni,1350.0,438,218,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2532,Szakonyfalu,"község",Vas,"Szentgotthárdi",1119.0,323,139,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2533,"Szákszend","község","Komárom-Esztergom","Oroszlányi",3593.0,1453,628,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2534,"Szalafő","község",Vas,"Körmendi",2737.0,214,155,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2535,"Szalánta","község",Baranya,"Pécsi",1708.0,1153,421,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2536,Szalapa,"község",Zala,"Zalaszentgróti",452.0,167,93,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2537,Szalaszend,"község","Borsod-Abaúj-Zemplén",Encsi,1822.0,1017,366,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2538,Szalatnak,"község",Baranya,"Komlói",1028.0,294,169,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2539,"Szálka","község",Tolna,"Szekszárdi",1708.0,579,256,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2540,"Szalkszentmárton","község","Bács-Kiskun","Kunszentmiklósi",8208.0,2814,1314,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2541,Szalmatercs,"község","Nógrád","Szécsényi",758.0,471,187,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2542,Szalonna,"község","Borsod-Abaúj-Zemplén","Edelényi",2008.0,971,404,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2543,Szamosangyalos,"község","Szabolcs-Szatmár-Bereg",Csengeri,804.0,485,187,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2544,Szamosbecs,"község","Szabolcs-Szatmár-Bereg",Csengeri,671.0,315,166,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2545,"Szamoskér","község","Szabolcs-Szatmár-Bereg","Mátészalkai",971.0,372,183,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2546,"Szamossályi","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",1158.0,606,316,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2547,"Szamostatárfalva","község","Szabolcs-Szatmár-Bereg",Csengeri,450.0,284,124,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2548,"Szamosújlak","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",527.0,352,188,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2549,Szamosszeg,"község","Szabolcs-Szatmár-Bereg","Mátészalkai",3530.0,1662,725,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2550,Szanda,"község","Nógrád",Balassagyarmati,2148.0,518,409,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2551,Szank,"község","Bács-Kiskun",Kiskunmajsai,7483.0,2170,1130,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2552,"Szántód","község",Somogy,"Siófoki",791.0,583,824,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2553,Szany,"nagyközség","Győr-Moson-Sopron",Csornai,3415.0,2016,973,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2554,"Szápár","község","Veszprém",Zirci,709.0,477,192,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2555,Szaporca,"község",Baranya,"Siklósi",965.0,201,97,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2556,"Szár","község","Fejér",Bicskei,2263.0,1708,617,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2557,"Szárász","község",Baranya,"Komlói",598.0,38,31,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2558,"Szárazd","község",Tolna,"Tamási",779.0,213,121,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2559,"Szárföld","község","Győr-Moson-Sopron","Kapuvári",1711.0,1042,431,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2560,"Szárliget","község","Komárom-Esztergom","Tatabányai",1456.0,2366,892,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2561,Szarvas,"város","Békés",Szarvasi,16157.0,14464,7760,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
2562,Szarvasgede,"község","Nógrád","Pásztói",999.0,396,207,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2563,Szarvaskend,"község",Vas,"Körmendi",1034.0,206,120,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2564,"Szarvaskő","község",Heves,Egri,1259.0,312,198,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2565,"Szászberek","község","Jász-Nagykun-Szolnok",Szolnoki,3922.0,894,413,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2566,"Szászfa","község","Borsod-Abaúj-Zemplén","Szikszói",1213.0,94,82,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2567,"Szászvár","nagyközség",Baranya,"Komlói",2117.0,2158,1033,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2568,"Szatmárcseke","község","Szabolcs-Szatmár-Bereg","Fehérgyarmati",3630.0,1468,584,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2569,"Szátok","község","Nógrád","Rétsági",895.0,566,167,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2570,Szatta,"község",Vas,"Körmendi",601.0,65,45,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2571,Szatymaz,"község","Csongrád-Csanád",Szegedi,5372.0,4979,2523,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2572,Szava,"község",Baranya,"Siklósi",1264.0,319,128,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2573,"Százhalombatta","város",Pest,"Érdi",2806.0,17971,7803,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",7
2574,"Szebény","község",Baranya,"Mohácsi",1437.0,290,163,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2575,"Szécsénke","község","Nógrád",Balassagyarmati,978.0,195,127,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2576,"Szécsény","város","Nógrád","Szécsényi",4567.0,5155,2476,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2577,"Szécsényfelfalu","község","Nógrád","Szécsényi",822.0,399,220,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2578,"Szécsisziget","község",Zala,Lenti,620.0,192,105,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2579,"Szederkény","község",Baranya,"Bólyi",1433.0,1640,681,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2580,Szedres,"község",Tolna,"Szekszárdi",4631.0,1948,783,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2581,Szeged,"megyeszékhely, megyei jogú város","Csongrád-Csanád",Szegedi,28100.0,157930,88608,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",9
2582,"Szegerdő","község",Somogy,Marcali,546.0,208,93,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2583,Szeghalom,"város","Békés",Szeghalmi,21713.0,7945,3886,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2584,Szegi,"község","Borsod-Abaúj-Zemplén",Tokaji,905.0,250,146,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2585,Szegilong,"község","Borsod-Abaúj-Zemplén",Tokaji,694.0,208,120,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
2586,"Szegvár","nagyközség","Csongrád-Csanád",Szentesi,8622.0,3978,2095,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2587,"Székely","község","Szabolcs-Szatmár-Bereg",Kemecsei,1608.0,1009,347,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",6
2588,"Székelyszabar","község",Baranya,"Mohácsi",1548.0,518,239,47.4979,19.0402,"Átmeneti",JSON_2024,"2025-07-24 14:34:07","2025-07-24 14:34:07",5
